PetType,Breed,AgeMonths,Color,Size,WeightKg,Vaccinated,HealthCondition,TimeInShelterDays,PreviousOwner,AdoptionLikelihood
Cat,Persian,47,Brown,Medium,8.25239159850431,0,0,73,0,0
Bird,Parakeet,118,Black,Medium,25.2600193439188,1,0,40,0,1
Bird,Parakeet,39,Gray,Medium,15.8567104665485,1,0,41,0,0
Dog,Labrador,16,Brown,Medium,4.92199454614854,1,0,9,0,1
Bird,Parakeet,22,White,Large,17.5587555684534,1,0,8,0,0
Bird,Parakeet,54,Brown,Small,12.8285956957125,1,0,44,0,0
Bird,Parakeet,149,Gray,Medium,20.1819866817799,1,0,58,1,0
Rabbit,Rabbit,16,Orange,Small,26.5751952581403,1,0,67,0,1
Bird,Parakeet,59,Orange,Large,12.8722848043191,1,0,13,1,1
Dog,Golden Retriever,31,Gray,Medium,9.40653970648193,0,0,19,0,1
Dog,Golden Retriever,170,Black,Small,1.42093774130066,0,0,49,1,0
Bird,Parakeet,32,Black,Medium,17.6703320979364,1,1,80,0,1
Bird,Parakeet,162,Orange,Medium,12.6659682555116,0,0,82,0,1
Rabbit,Rabbit,9,Orange,Medium,11.86482735143,1,0,78,0,0
Dog,Labrador,139,Gray,Medium,6.30512431724216,1,0,30,1,0
Cat,Siamese,10,Black,Medium,13.471605010547,0,0,66,0,1
Cat,Persian,17,Orange,Medium,29.5488166539177,0,0,77,0,1
Dog,Labrador,68,Black,Medium,9.63487045649509,1,0,59,1,0
Rabbit,Rabbit,48,Orange,Large,18.3914279888349,1,0,53,0,1
Cat,Siamese,111,Brown,Large,23.5181195581543,1,1,52,0,0
Dog,Golden Retriever,153,White,Medium,22.7255768721194,1,1,81,0,0
Rabbit,Rabbit,123,Brown,Medium,10.5344543372851,1,1,31,0,1
Bird,Parakeet,149,Orange,Large,18.7149424219887,1,0,15,0,1
Rabbit,Rabbit,101,White,Large,26.2666758728346,1,0,20,0,0
Rabbit,Rabbit,102,White,Large,1.44797540425926,1,0,5,0,1
Cat,Persian,65,Orange,Medium,13.6362963484559,0,0,7,0,0
Cat,Persian,51,Orange,Small,7.50392912901525,1,0,18,1,1
Cat,Siamese,36,Black,Small,12.2703364215663,1,0,56,0,0
Dog,Poodle,81,Orange,Small,13.063698631282,0,0,75,0,1
Dog,Poodle,127,Gray,Small,22.6534579788125,0,0,45,0,1
Bird,Parakeet,88,Orange,Medium,3.72083429946785,1,0,28,0,0
Bird,Parakeet,104,Gray,Small,15.8649331908428,0,0,50,0,1
Bird,Parakeet,15,Orange,Large,17.3616489621636,0,0,2,0,0
Rabbit,Rabbit,96,Black,Large,15.3305705030023,1,1,84,0,1
Cat,Siamese,167,Gray,Small,22.2243243388189,1,0,68,1,1
Dog,Golden Retriever,123,Brown,Large,12.1299464212986,1,0,77,0,1
Bird,Parakeet,1,Gray,Medium,28.4040448455622,1,0,24,0,1
Bird,Parakeet,151,Black,Small,14.9722998336293,1,0,48,0,0
Rabbit,Rabbit,122,Gray,Small,17.5652033788291,1,0,45,0,0
Dog,Poodle,167,Orange,Medium,24.9403938770557,0,1,58,1,1
Dog,Poodle,126,Orange,Large,8.98184707200255,1,1,36,0,0
Rabbit,Rabbit,57,Black,Medium,3.18085883412127,1,0,2,0,0
Rabbit,Rabbit,81,White,Medium,21.525735372512,1,0,18,0,1
Rabbit,Rabbit,162,Orange,Large,15.007343810903,1,0,49,0,0
Rabbit,Rabbit,169,Brown,Medium,26.9986232778109,1,0,8,0,0
Cat,Siamese,73,Black,Large,29.4977214129506,1,1,58,0,1
Cat,Siamese,141,Gray,Large,12.5741711666671,1,0,15,0,1
Rabbit,Rabbit,70,Gray,Medium,13.0477314715302,1,1,17,0,1
Rabbit,Rabbit,6,Brown,Large,12.8309154639661,1,0,23,0,1
Dog,Poodle,84,Orange,Medium,10.4120691821969,1,0,66,0,0
Bird,Parakeet,52,Black,Large,23.6689258352255,1,0,70,0,1
Bird,Parakeet,3,Brown,Small,23.0108771122311,1,0,27,0,0
Dog,Golden Retriever,81,Orange,Large,14.8807012459652,0,0,37,1,0
Cat,Persian,63,Black,Large,2.29517527498806,0,0,49,0,1
Dog,Poodle,49,Gray,Medium,9.97721974387913,1,0,64,1,0
Rabbit,Rabbit,76,Black,Large,9.47678835009029,1,0,34,0,0
Dog,Poodle,112,White,Small,24.5215301398075,0,0,18,1,0
Dog,Golden Retriever,175,Black,Small,3.53969162906907,0,0,64,0,1
Cat,Persian,109,White,Large,24.3645859922384,1,0,74,0,0
Cat,Siamese,65,Black,Large,20.4063259137752,1,0,44,1,1
Dog,Poodle,81,White,Small,22.240802314783,1,0,17,1,1
Rabbit,Rabbit,15,Gray,Medium,13.5341824399657,1,0,59,0,0
Rabbit,Rabbit,100,Orange,Small,20.712048084051,1,1,13,0,0
Rabbit,Rabbit,32,White,Small,18.6618393965006,0,0,52,0,1
Dog,Poodle,96,White,Large,23.3004256616303,1,0,60,1,1
Bird,Parakeet,128,Gray,Large,13.9563251995793,1,0,42,0,1
Dog,Poodle,146,White,Small,14.7119431219928,0,1,64,0,1
Rabbit,Rabbit,113,Brown,Medium,19.6637104594548,1,0,66,1,1
Bird,Parakeet,83,Gray,Small,4.13424731632526,1,0,34,1,0
Rabbit,Rabbit,43,Brown,Small,13.6510890025652,1,0,87,0,1
Rabbit,Rabbit,116,Gray,Medium,29.1865745125344,1,0,71,0,0
Bird,Parakeet,163,White,Small,2.08901728174132,1,0,64,1,1
Cat,Siamese,78,Brown,Small,10.1641369631254,1,0,33,0,0
Cat,Siamese,58,White,Large,10.1091847535918,1,1,12,1,1
Rabbit,Rabbit,33,Gray,Medium,19.3704594578374,1,1,76,0,0
Cat,Siamese,14,White,Large,4.06821042330006,1,0,19,0,0
Bird,Parakeet,162,Brown,Large,19.227776895487,1,0,9,0,1
Cat,Siamese,132,Brown,Medium,3.75616697889696,1,0,74,0,0
Bird,Parakeet,59,White,Medium,3.7536557751316,1,0,17,1,1
Dog,Golden Retriever,157,Black,Small,22.117317358466,0,0,50,0,1
Rabbit,Rabbit,83,Gray,Large,10.3999200411511,1,0,39,0,0
Cat,Siamese,134,Gray,Medium,29.3452654836987,1,0,41,0,0
Bird,Parakeet,121,White,Large,2.08323515663109,0,0,10,0,1
Dog,Labrador,177,Black,Large,13.9080932478218,0,0,12,0,1
Cat,Persian,168,Brown,Medium,4.28094219254669,1,0,79,0,1
Dog,Golden Retriever,83,Orange,Small,11.1899900359852,0,0,15,0,0
Bird,Parakeet,27,Orange,Large,29.9484510676625,0,0,28,1,0
Rabbit,Rabbit,80,White,Medium,26.7764328404174,1,0,4,1,1
Bird,Parakeet,134,Black,Small,2.40140785680651,0,1,36,0,0
Rabbit,Rabbit,13,Black,Large,17.3344194709448,1,1,65,0,0
Bird,Parakeet,64,Gray,Medium,19.7868468399086,1,0,47,0,0
Cat,Siamese,147,Brown,Large,7.07650409455365,1,0,81,0,1
Cat,Siamese,80,Black,Medium,5.20806162849706,1,0,39,1,1
Dog,Labrador,123,Orange,Medium,27.2270529053002,1,0,38,0,0
Cat,Siamese,43,Brown,Large,29.0956768030179,1,0,44,0,0
Cat,Persian,89,Brown,Large,29.7648928622696,1,0,51,0,1
Bird,Parakeet,148,White,Medium,23.9030914383044,1,0,85,0,0
Bird,Parakeet,95,Black,Small,20.2415600127525,1,0,26,0,1
Dog,Poodle,172,White,Large,11.0261773135969,1,1,36,0,1
Bird,Parakeet,151,Black,Medium,5.97055105741782,1,0,69,0,1
Cat,Persian,2,Gray,Medium,3.29043738162072,1,0,1,1,1
Dog,Golden Retriever,120,White,Small,21.1056265879933,1,0,53,1,1
Dog,Labrador,22,White,Small,23.7569790402014,1,0,6,1,1
Bird,Parakeet,115,Orange,Small,24.9671559211944,1,0,37,1,1
Bird,Parakeet,57,White,Large,27.4991850958102,1,0,2,0,0
Rabbit,Rabbit,72,Black,Medium,26.5179573455128,0,0,69,1,1
Rabbit,Rabbit,7,Orange,Medium,29.9924968954847,1,1,41,0,0
Cat,Siamese,119,White,Medium,8.07785631805029,1,0,51,0,0
Rabbit,Rabbit,114,White,Small,23.1359208411541,1,1,47,1,0
Cat,Persian,16,Gray,Medium,18.0073258588691,0,0,13,0,1
Cat,Persian,83,White,Large,8.57610884115389,1,0,76,1,0
Bird,Parakeet,179,Brown,Small,29.4752543463213,1,0,69,0,1
Dog,Poodle,72,Orange,Small,27.0390450384533,1,0,66,1,1
Rabbit,Rabbit,124,Brown,Small,4.72695438487938,1,1,59,0,0
Rabbit,Rabbit,113,Orange,Small,1.75859192737918,1,0,68,0,0
Dog,Labrador,12,Gray,Large,20.9615921076476,1,0,59,0,0
Rabbit,Rabbit,126,White,Medium,18.5197882368395,1,0,10,1,0
